carto_id;NOM_DISPOSITIF;ADRESSE;CODE_POSTAL;VILLE;COM_CODE;COM_NOM;EPCI_CORRE;ADRESSE_COMPLETE;TYPE_STRUCTURE;HORAIRES;INFOS;N_TEL;MAIL;WEBSITE;SERVICES;ACCES;lat;lon;;;;
carto_id_157;Bibliothèque Voujeaucourt;6 Rue du 152 ème Ri;25420;VOUJEAUCOURT;25632;Voujeaucourt;CA Pays de Montbéliard Agglomération;6 Rue du 152 ème Ri 25420 VOUJEAUCOURT;biblioth_que;;;03 81 90 07 96;mediatheque@voujeaucourt.fr;https://voujeaucourt.bibenligne.fr/;;acces_libre-;47,476058;6,774656;;;;
carto_id_158;Bibliothèque Les Fourgs;2 Rue de la Distillerie;25300;LES FOURGS;25300;Les Fourgs;CC  des Lacs et Montagnes du Haut-Doubs;2 Rue de la Distillerie 25300 LES FOURGS;biblioth_que;;Poste informatique mis à disposition du public;03 81 69 59 07;bibliotheque.lesfourgs@orange.fr;https://sequoia.doubs.fr/bibliotheque/les-fourgs;;adapt_handicap-acces_libre-;46,832534;6,39694;;;;
carto_id_159;Office de tourisme;36 Grande Rue;25300;LES FOURGS;25300;Les Fourgs;CC  des Lacs et Montagnes du Haut-Doubs;36 Grande Rue 25300 LES FOURGS;collectivite;;Accès wifi gratuit  impression et scan de documents;03 81 69 44 91;lesfourgs@destination-hautdoubs.com;https://www.les-fourgs.com/;;adapt_handicap-acces_libre-acces_payant-;46,835377;6,400046;;;;
carto_id_160;Mairie Les Fourgs;40 Grande Rue;25300;LES FOURGS;25300;Les Fourgs;CC  des Lacs et Montagnes du Haut-Doubs;40 Grande Rue 25300 LES FOURGS;collectivite;;Photocopie  impression et scan de documents;03 81 69 42 26;;https://www.cclmhd.fr/commune/les-fourgs/;;adapt_handicap-acces_libre-acces_payant-;46,834985;6,400595;;;;
carto_id_161;Maison pour tous;10 rue Carnot;25700;VALENTIGNEY;25580;Valentigney;CA Pays de Montbéliard Agglomération;10 rue Carnot 25700 VALENTIGNEY;association;;;;;https://www.mptval.fr/;ateliers_formations-;;47,462367;6,836789;;;;
carto_id_162;CC Plateau de Russey;17 Avenue de Lattre de Tassigny;25210;LE RUSSEY;25512;Le Russey;CC du Plateau de Russey;17 Avenue de Lattre de Tassigny 25210 LE RUSSEY;collectivite;;Cours informatiques de 2h30 : Tout public  apprentissage des bases et mise à jour Réalisés par Mme MC Ragot (microentreprise);03 81 43 81 26;;http://www.cc-russey.fr/;ateliers_formations-;adapt_handicap-;47,162039;6,727837;;;;
carto_id_163;Horizon 21;29 Rue des Tilleuls;25450;DAMPRICHARD;25193;Damprichard;CC du Pays de Maîche;29 Rue des Tilleuls 25450 DAMPRICHARD;association;;Formations en groupe;06 07 29 16 90;horizonxxi@sfr.fr;;ateliers_formations-;adapt_handicap-;47,249223;6,883826;;;;
carto_id_164;Association Makey Makey en lien avec la Médiathèque;Médiathèque Intercommunale Frasne-Drugeon;25560;FRASNE;25259;Frasne;CC du Plateau de Frasne et du Val de Drugeon (CFD);Médiathèque Intercommunale Frasne-Drugeon 25560 FRASNE;association;;;;mediatheque@frasnedrugeon-cfd.fr;https://www.frasnedrugeon-cfd.fr/les-equipements-et-services-a-la-population/mediatheque-intercommunale/;ateliers_formations-;;46,852036;6,148612;;;;
carto_id_165;Association Familles Rurales;14 Rue de la Gare;25560;FRASNE;25259;Frasne;CC du Plateau de Frasne et du Val de Drugeon (CFD);14 Rue de la Gare 25560 FRASNE;association;;;03 81 89 85 07;asso.brimbelles@famillesrurales.org;;ateliers_formations-;;46,857355;6,159128;;;;
carto_id_166;Jougne club informatique;;25370;JOUGNE;25318;Jougne;CC des Lacs et Montagnes du Haut-Doubs; 25370 JOUGNE;association;;Découverte de l’informatique pour tout public sur des cours de 2h;;;;ateliers_formations-;adapt_handicap-;46,760476;6,389414;;;;
carto_id_167;Centre social de Valentigney; 14 bis Rue Gustave Courbet;25700;VALENTIGNEY;25580;Valentigney;CA Pays de Montbéliard Agglomération; 14 bis Rue Gustave Courbet 25700 VALENTIGNEY;collectivite;;- Accompagnement des démarches CAF  pole emploi MSA pour agriculteurs  demande de logement et de bourses  - Dispense de cours d'informatique  - Café connecté - Accompagnement proposé dans le cadre de l'atelier d'alphabétisation - Accompagnement des parents dans l'utilisation des tablettes numériques : suivi de la scolarité  Service Pronote (A partir de septembre 2021);06 09 89 18 40;;https://www.csvalentigney.org/;accomp_demarches-ateliers_formations-;adapt_handicap-;47,478311;6,830645;;;;
carto_id_168;Espace numérique Clerval;Place de l'Hôtel-de-Ville;25340;CLERVAL;25340;Clerval;CC des Deux Vallées Vertes;Place de l'Hôtel-de-Ville 25340 CLERVAL;collectivite;;Apprentissage de l'outil informatique avec accompagnement;;;;accomp_demarches-;;47,39348;6,497182;;;;
carto_id_169;Communauté de communes des deux vallées vertes;11 Bis Route de Gouhelans;25680;ROUGEMONT;25680;Rougemont;CC des Deux Vallées Vertes;11 Bis Route de Gouhelans 25680 ROUGEMONT;collectivite;;Connexion internet avec accompagnement aux droits numériques;03 81 97 85 10;contact@cc2vv.fr;http://www.cc2vv.fr/;accomp_demarches-;acces_libre-;47,476624;6,358107;;;;
carto_id_170;Maison des jeunes de Mandeure;Rue de l’église;25350;MANDEURE;25350;Mandeure;CA Pays de Montbéliard Agglomération;Rue de l’église 25350 MANDEURE;collectivite;;Apprentissage de l'outil informatique Initiation à l'informatique : écrire un document  comment aller sur le site de la Caf  Cpam  Impôts et Ameli (personnes âgées);03 81 36 11 67;;;ateliers_formations-;;47,453608;6,806083;;;;
carto_id_171;CCAS Hérimoncourt;5 B rue Pierre Peugeot;25310;HERIMONCOURT;25304;Hérimoncourt;CA Pays de Montbéliard Agglomération;5 B rue Pierre Peugeot 25310 HERIMONCOURT;ccas;;Connexion internet avec accompagnement aux droits numériques;03 81 30 83 77;ccas.herimoncourt@wanadoo.fr;;accomp_demarches-;acces_libre-;47,442186;6,883117;;;;
carto_id_172;CCAS de Mandeure;34 rue de la Libération;25350;MANDEURE;25367;Mandeure;CA Pays de Montbéliard Agglomération;34 rue de la Libération 25350 MANDEURE;ccas;;Création adresse mail  ouverture des droits  CAF  CPAM  Impôts  ;03 81 36 28 85;;https://www.ville-mandeure.com/services/ccas;accomp_demarches-;;47,450932;6,80982;;;;
carto_id_173;CCAS de Seloncourt;Place du 8 Mai 1945 BP 9;25230;SELONCOURT;25539;Seloncourt;CA Pays de Montbéliard Agglomération;Place du 8 Mai 1945 BP 9 25230 SELONCOURT;ccas;;Aides au numérique;03 81 34 11 31;;https://seloncourt.fr/-c-c-a-s-;accomp_demarches-;;47,461727;6,859329;;;;
carto_id_174;Pôle Multi-services;14 bis Rue Gustave Courbet;25700;VALENTIGNEY;25580;Valentigney;CA Pays de Montbéliard Agglomération;14 bis Rue Gustave Courbet 25700 VALENTIGNEY;association;;- Apprentissage informatique  aides dans les recherches Web  matériels avec connection - Premier accueil  accompagnement dans les démarches avec connection internet - Recherche d'emploi (public jeune) - Accompagnement des parents dans l'utilisation des tablettes numériques : suivi de la scolarité  Service Pronote (à partir de septembre 2021);;;;accomp_demarches-ateliers_formations-;acces_libre-;47,478311;6,830645;;;;
carto_id_175;Maison des associations;12 rue des écoles à Valentigney.;25700;VALENTIGNEY;25580;Valentigney;CA Pays de Montbéliard Agglomération;12 rue des écoles à Valentigney. 25700 VALENTIGNEY;association;;Apprentissage informatique  aides dans les recherches Web  matériels avec connection;03 81 36 12 81;centresocial25700@csvalentigney.org;https://www.csvalentigney.org/;ateliers_formations-;acces_libre-;47,459687;6,832892;;;;
carto_id_176;Commune de Bondeval;Rue de l'Église;25230;BONDEVAL;25071;Bondeval;CA Pays de Montbéliard Agglomération;Rue de l'Église 25230 BONDEVAL;collectivite;;Formation à l'utilisation du numérique avec une tablette (en projet) Apprentissage de l'outil informatique sur tablette  envoi de mail  navigation sur les sites administratifs (en projet);;;;ateliers_formations-;acces_payant-;47,444267;6,849751;;;;
carto_id_177;Idéis Montbéliard;Centre Des Alliés  2 Av. des Alliés;25200;MONTBÉLIARD;25388;Montbéliard;CA Pays de Montbéliard Agglomération;Centre Des Alliés  2 Av. des Alliés 25200 MONTBÉLIARD;collectivite;;Validation du Cléa numérique (septembre 2021);03 81 71 04 00;accueil@ideis-asso.fr;https://www.ideis-asso.fr/;ateliers_formations-;;47,510877;6,800633;;;;
carto_id_178;CCAS Grand Charmont;21 rue du Stade;25200;GRAND-CHARMONT;25284;Grand-Charmont;CA Pays de Montbéliard Agglomération;21 rue du Stade 25200 GRAND-CHARMONT;ccas;;Ateliers numériques;03 81 31 09 29;ccas@grand-charmont.com;http://www.grand-charmont.com/solidarite/presentation-ccas.htm;ateliers_formations-;;47,529016;6,818808;;;;
carto_id_179;CCAS Sochaux;Rue de l'hôtel de ville;25600;SOCHAUX;25547;Sochaux;CA Pays de Montbéliard Agglomération;Rue de l'hôtel de ville 25600 SOCHAUX;ccas;;- Impôts  ameli  CAF  CPAM avec avec accompagnement  accès internet - Formation à l'utilisation de l'outil numérique (public senior);03 81 94 16 34;;;accomp_demarches-;acces_libre-;47,513239;6,829738;;;;
carto_id_180;Centres sociaux d'Audincourt;Rue Aimé Césaire;25400;AUDINCOURT;25031;Audincourt;CA Pays de Montbéliard Agglomération;Rue Aimé Césaire 25400 AUDINCOURT;association;;- Accompagnement à l'outil informatique - Accompagnement aux démarches en ligne;03 81 35 03 64;"centre.social.audincourt@gmail.com""";https://www.centresocialescapade.fr/;accomp_demarches-ateliers_formations-;;47,484579;6,840106;;;;
carto_id_181;Centre social d'Etupes;Place du 14 juillet;25460;ETUPES;25460;Etupe;;Place du 14 juillet 25460 ETUPES;collectivite;;Initiation et perfectionnement à l'outil informatique (à partir du 6 novembre 2021);03 81 99 61 00;;https://www.etupes.fr/vivez-votre-ville/solidarite-et-sante/ccas-d-etupes/joomlannuaire/fiche/46-centre-communal-d-action-sociale;ateliers_formations-;;47,504547;6,85506;;;;
carto_id_182;MJC Morteau;2 Place de l'Église;25500;MORTEAU;;Morteau;;2 Place de l'Église 25500 MORTEAU;association;;Ordinateurs en libre service + 4 personnes dédiées à l’accompagnement dont une de la CAF  une du CCAS. Accompagnement sur les démarches administratives ;03 81 67 04 25;;http://mjcmorteau.com/;accomp_demarches-;adapt_handicap-acces_libre-;47,055371;6,599214;;;;
carto_id_183;Club informatique de Goux les Usiers (infotuto);34 Grande Rue;25520;GOUX-LES-USIERS;;Goux-Les-Usiers;;34 Grande Rue 25520 GOUX-LES-USIERS;association;;Association INFOTUTO : accompagnement à l'apprentissage numérique  ;06 73 03 40 19;lestuteursinformatiques@gmail.com;https://www.infotuto.org/page/1279749-l-association;ateliers_formations-;adapt_handicap-;46,973234;6,276257;;;;
carto_id_184;Mairie de Hauterive la Fresse;18 Mont d'Hauterive;25650;HAUTERIVE-LA-FRESSE;;Hauterive-La-Fresse;;18 Mont d'Hauterive 25650 HAUTERIVE-LA-FRESSE;collectivite;;Disponible pour aider à une première démarche via le secrétariat de Mairie. ;03 81 38 12 76;mairie@hauterive-la-fresse.fr;http://www.hauterive-la-fresse.fr/;accomp_demarches-;adapt_handicap-;46,96746;6,44806;;;;
carto_id_185;Mairie de Doubs;6 Grande Rue;25300;DOUBS;;Doubs;;6 Grande Rue 25300 DOUBS;collectivite;;Projet d'assistance numérique aux démarches administratives;03 81 46 51 40;mairiedoubs@wanadoo.fr;https://www.commune-de-doubs.fr/;accomp_demarches-;adapt_handicap-;46,927768;6,350167;;;;
carto_id_186;Maire de Noël Cerneux;10 Rue de l'Abbé Saunier;25500;NOËL-CERNEUX;;Noël-Cerneux;;10 Rue de l'Abbé Saunier 25500 NOËL-CERNEUX;collectivite;;Premier accueil démarches administratives;03 81 67 01 75;;http://www.cc-russey.fr/fr/territoire/191/noel-cerneux;accomp_demarches-;adapt_handicap-;47,100534;6,664624;;;;
carto_id_187;France services Morteau;4 place de la Halle;25500;MORTEAU;;Morteau;;4 place de la Halle 25500 MORTEAU;msap_mfs;;3 ordinateurs en libre service;03 81 68 56 96;franceservices@morteau.org;https://www.morteau.org/vos-services/espace-france-services/;accomp_demarches-;adapt_handicap-acces_libre-;47,056671;6,603771;;;;
carto_id_188;Mairie de Mont Laval;3 rue du Chêne;25210;MONT DE LAVAL;;Mont De Laval;;3 rue du Chêne 25210 MONT DE LAVAL;collectivite;;Photocopie  impression  de documents;03 81 68 93 04;mairie.montdelaval@orange.fr;https://montdelaval.fr/;;adapt_handicap-acces_libre-;47,170056;6,628479;;;;
carto_id_189;Mairie de Ville du Pont;4 rue de la Fontaine;25620;VILLE DU PONT;;Ville Du Pont;;4 rue de la Fontaine 25620 VILLE DU PONT;collectivite;;Mise à disposition de matériel et accompagnement;03 81 38 10 06;mairie.villedupont@wanadoo.fr;;accomp_demarches-;adapt_handicap-acces_libre-;47,002862;6,477298;;;;
carto_id_190;France services Maîche;24 Rue Montalembert;25120;MAICHE;;Maiche;;24 Rue Montalembert 25120 MAICHE;msap_mfs;;Mise à disposition de matériel et accompagnement;03 81 64 17 06;contact@ccpm-maiche.com;;accomp_demarches-;adapt_handicap-acces_libre-;47,2522;6,803809;;;;
carto_id_191;France services Saint Vit;3 place de la Mairie;25410;SAINT VIT;;Saint Vit;;3 place de la Mairie 25410 SAINT VIT;msap_mfs;;Mise à disposition de matériel et accompagnement;03 81 87 40 46;france.services@saintvit.fr;;accomp_demarches-;adapt_handicap-acces_libre-;47,181;5,80976;;;;
carto_id_192;France services Le Russey;17 avenue de Lattre de Tassigny;25210;LE RUSSEY;;Le Russey;;17 avenue de Lattre de Tassigny 25210 LE RUSSEY;msap_mfs;;;09 82 81 55 10;maisondesservicesdurussey@gmail.com;http://www.cc-russey.fr/fr/actualite/8375/espace-france-services;accomp_demarches-;;47,161913;6,727567;;;;
carto_id_193;France Services Rougemont;4 place du marché;25680;ROUGEMONT;;Rougemont;;4 place du marché 25680 ROUGEMONT;msap_mfs;;;03 81 86 02 63;julie.boutin@cc2vv.fr;http://www.cc2vv.fr/etablissements-france-services.html;accomp_demarches-;;47,480046;6,354887;;;;
carto_id_194;France Services Marchaux-Chaudefontaine;1 rue des écoles;25640;MARCHAUX-CHAUDEFONTAINE;;Marchaux-Chaudefontaine;;1 rue des écoles 25640 MARCHAUX-CHAUDEFONTAINE;msap_mfs;;;03 81 57 96 30;msap.marchaux@orange.fr;https://marchaux.fr/services-publics/;accomp_demarches-;;47,3235;6,13451;;;;
carto_id_195;France services de Levier;10 place Bugnet;25270;LEVIER;;Levier;;10 place Bugnet 25270 LEVIER;msap_mfs;;;03 81 49 51 51;franceservices@cca800.fr;https://levier.fr/fr/nw/629891/605906/espace-france-services-3;;;46,953653;6,116531;;;;
carto_id_196;52 battant;52 rue battant;25000;BESANCON;;Besancon;;52 rue battant 25000 BESANCON;association;;Espace de co-working;03 81 41 01 91;52@culture-action.org;http://www.culture-action.org/le-52/;tierslieux_cowork-;adapt_handicap-acces_payant-;47,2421;6,02077;;;;
carto_id_197;CRIJ de Bourgogne-Franche-Comté;27 rue de la République;25000;BESANCON;;Besancon;;27 rue de la République 25000 BESANCON;association;;Information et accès aux droits;03 81 21 16 16;;https://www.jeunes-bfc.fr/;;;47,2402;6,02725;;;;
carto_id_198;Cyberespace Léo Lagrange;4 rue des batteries du parc;25200;MONTBELIARD;;Montbeliard;;4 rue des batteries du parc 25200 MONTBELIARD;association;;initiation individuelle et de groupes aux usages d'Internet et des outils numériques (travail collaboratif  e-formation  e-santé etc.);;;;ateliers_formations-;adapt_handicap-;47,518686;6,811344;;;;
carto_id_199;Maison pour tous;2 Rue de la Fonderie;25230;SELONCOURT;;Seloncourt;;2 Rue de la Fonderie 25230 SELONCOURT;association;;Initiation à l'utilisation d'Internet et des messageries;03 81 37 33 11;mpt.seloncourt@wanadoo.fr;http://www.mpt-seloncourt.fr/blog/index.php?post/2010/03/Maison-Pour-Tous-de-Seloncourt;ateliers_formations-;adapt_handicap-;47,461841;6,860526;;;;
carto_id_200;Centre social de Grand Charmont;21 rue Pierre Curie;25200;GRAND-CHARMONT;;Grand-Charmont;;21 rue Pierre Curie 25200 GRAND-CHARMONT;collectivite;;;03 81 32 02 47 ;;http://www.grand-charmont.com/solidarite/centre-social.htm;;;47,527826;6,822801;;;;
carto_id_201;Médiathèque Espace Bruno MUTIN;18-20 rue du village;25370;METABIEF;25380;Metabief;CCLMHD;18-20 rue du village 25370 METABIEF;biblioth_que;;PC en libre service;09.62.62.90.52;mediatheque@metabief.fr;https://www.metabief.fr/index.php/culture-et-loisirs/mediatheque;accomp_demarches-ateliers_formations-tierslieux_cowork-;adapt_handicap-acces_libre-itinerance-acces_payant-;46,773313;6,349464;;;;
carto_id_202;EPN de Grand-Charmont;5 rue de Sochaux;25200;Grand-Charmont;;Grand-Charmont;;5 rue de Sochaux 25200 Grand-Charmont;espnum;;;03.81.32.19.17;;https://www.grand-charmont.com/solidarite/epn.htm;;;47,526409;6,826627;;;;
carto_id_203;Centre social escapade;15 av. Maréchal Foch;25400;Audincourt;;Audincourt;;15 av. Maréchal Foch 25400 Audincourt;espnum;;;;;https://www.audincourt.fr/?actualite=inauguration-du-tiers-lieu-la-maison-3d;;;47,488185;6,825094;;;;
carto_id_204;Pavillon des sciences;3 rue Charles Lalance  Parc du Près-la-Rose;25200;Montbéliard;;Montbéliard;;3 rue Charles Lalance  Parc du Près-la-Rose 25200 Montbéliard;espnum;;;;;https://www.pavillon-sciences.com/web/;;;47,506433;6,793826;;;;
carto_id_205;Maison pour tous;41 Grande rue;25550;Bavans;;Bavans;;41 Grande rue 25550 Bavans;espnum;;;03.81.92.64.25;Stephane.THOCKLER@agglo-montbeliard.fr;;;;47,480477;6,736854;;;;
carto_id_206;Numerica;cours leprince Ringuet;25200;Montbéliard;;Montbéliard;;cours leprince Ringuet 25200 Montbéliard;entreprise;;;;;https://numericabfc.com/;;;47,496067;6,805527;;;;
carto_id_207;France Services Le Russey;17 Avenue Lattre de Tassigny;25210;LE RUSSEY;25512;LE RUSSEY;CCPR;17 Avenue Lattre de Tassigny 25210 LE RUSSEY;msap_mfs;1;Imprimante  photocopieuse  scanner  ordinateur avec accès internet Accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…);09 82 81 55 10;maisondesservicesdurrussey@gmail.com;https://www.cohesion-territoires.gouv.fr/france-services;accomp_demarches-ateliers_formations-tierslieux_cowork-;adapt_handicap-acces_libre-itinerance-acces_payant-;47,161913;6,727567;;;;
carto_id_208;BIBLIOTHEQUE de LAVERNAY;Rue de la Grapille;25170;LAVERNAY;;Lavernay;;Rue de la Grapille 25170 LAVERNAY;;;;03 81 58 15 25;mairie.lavernay@wanadoo.fr;;;;47,246415;5,818126;;;;
carto_id_209;Club des 7 moulins (3ème age);Rue de la Grapille;25170;LAVERNAY;;Lavernay;;Rue de la Grapille 25170 LAVERNAY;association;;;03 81 58 15 25;mairie.lavernay@wanadoo.fr;;;;47,246415;5,818126;;;;
carto_id_210;Vire-Tamis;Rue de la Grapille;25170;LAVERNAY;;Lavernay;;Rue de la Grapille 25170 LAVERNAY;association;;;03 81 58 15 25;mairie.lavernay@wanadoo.fr;;;;47,246415;5,818126;;;;
carto_id_211;BIBLIOTHEQUE;3 place de l'église;25170;Moncley;;Moncley;;3 place de l'église 25170 Moncley;;;;03 81 58 02 42;mairie.moncley@wandoo.fr;;;;47,310135;5,890748;;;;
carto_id_212;CLUB 3EME AGE;5 rue de la neuvie;25170;Moncley;;Moncley;;5 rue de la neuvie 25170 Moncley;association;;;03 81 55 02 25;furlanfufu@yahoo.fr;;;;47,310185;5,89154;;;;
carto_id_213;SOUTIEN AUX PERSONNES AGEES;4 route d'emagny;25170;Moncley;;Moncley;;4 route d'emagny 25170 Moncley;association;;;03 81 55 01 00;patrick.meutelet@gmail.com;;;;47,310782;5,891258;;;;
carto_id_214;BIBLIOTHEQUE MUNICIPALE;10 Grande rue;25170;Jallerange;;Jallerange;;10 Grande rue 25170 Jallerange;;;;03 81 58 23 82;mairie@jallerange.fr;;;;47,253216;5,716283;;;;
carto_id_215;DETENTE ET LOISIRS;10 Grande rue;25170;Jallerange;;Jallerange;;10 Grande rue 25170 Jallerange;association;;;03 81 58 23 82;adeljallerange@gmail.com;;;;47,253216;5,716283;;;;
carto_id_216;club informatique Flor anim;2 rue des diligences;25170;EMAGNY;;Emagny;;2 rue des diligences 25170 EMAGNY;association;;;;;;;;47,310469;5,868815;;;;
carto_id_217;CLUB 3EME AGE;;70150;Marnay;;Marnay;; 70150 Marnay;association;;;03 81 58 11 52;;;;;47,294074;5,772888;;;;
carto_id_218;Génération Mouvement;4 grande rue;70150;Tromarey;;Tromarey;;4 grande rue 70150 Tromarey;association;;;03 84 31 53 53;;;;;47,337534;5,719237;;;;
carto_id_219;Ludobibliothèque;2  rue Carnot;70150;Marnay;;Marnay;;2  rue Carnot 70150 Marnay;collectivite;;;03 84 31 74 42;bibliomarnay70@gmail.com;;;;47,289523;5,771258;;;;
carto_id_220;France services Ornans;32 rue Jacques Gervais;25290;Ornans ;;Ornans;CCLL;32 rue Jacques Gervais 25290 Ornans ;msap_mfs;1;;03.70.88.96.70;ornans@france-service.gouv.fr;https://cclouelison.fr/fr/;accomp_demarches-ateliers_formations-;adapt_handicap-acces_libre-itinerance-acces_payant-;47,10291;6,152156;;;;
carto_id_221;France services Amancey;13 rue du Four;25330;Amancey;;Amancey;CCLL;13 rue du Four 25330 Amancey;msap_mfs;1;la Poste est aussi présente ;03.70.88.50.10;contact@cclouelison.fr;https://cclouelison.fr/fr/;accomp_demarches-ateliers_formations-tierslieux_cowork-;adapt_handicap-acces_libre-itinerance-acces_payant-;47,037799;6,070477;;;;
carto_id_222;France services Quingey;4 Lot. Les Rives de la Loue;25440;Quingey;;Quingey;CCLL;4 Lot. Les Rives de la Loue 25440 Quingey;msap_mfs;1;;03.81..86.79.80;contact@cclouelison.fr;https://cclouelison.fr/fr/;accomp_demarches-ateliers_formations-;adapt_handicap-acces_libre-itinerance-acces_payant-;47,101956;5,882836;;;;
carto_id_223;France Services Morteau;Place de l’Hôtel de ville;25500;MORTEAU;;Morteau;;Place de l’Hôtel de ville 25500 MORTEAU;msap_mfs;;;03 81 68 56 96;franceservices@morteau.org;https://www.morteau.org/vos-services/espace-france-services/;;;47,056602;6,604689;;;;
carto_id_224;France Services Hérimoncourt;3 rue Pierre Peugeot;25310;HERIMONCOURT;;Herimoncourt;;3 rue Pierre Peugeot 25310 HERIMONCOURT;msap_mfs;;;09 62 69 61 15;france.services.25600@gmail.com;;;;47,442171;6,882181;;;;
carto_id_225;France Services Saône;26 rue de la mairie;25660;SAONE;;Saone;;26 rue de la mairie 25660 SAONE;msap_mfs;;;;;https://www.saone.fr/index.php/marches-publics;;;47,225;6,11709;;;;
carto_id_226;France Services Montenois;4 Place Toussaint Louverture;25260;MONTENOIS;;Montenois;;4 Place Toussaint Louverture 25260 MONTENOIS;msap_mfs;;;03 81 36 52 03;france.services.montbeliard@gmail.com;;;;47,491888;6,665429;;;;
carto_id_227;France Services Fesches le Châtel;1 rue François Mitterand;25490;FESCHES LE CHATEL;;Fesches Le Chatel;;1 rue François Mitterand 25490 FESCHES LE CHATEL;msap_mfs;;;09 62 69 61 15;france.services.25600@gmail.com;;;;47,522481;6,912569;;;;
carto_id_228;CIAS Loue Lison;2 sites : FS Ornans et FS Quingey;25290;ORNANS;;Ornans;CCLL;2 sites : FS Ornans et FS Quingey 25290 ORNANS;ccas;1;;03.81.62.20.19;contact@cclouelison.fr;https://cclouelison.fr/fr/;accomp_demarches-;adapt_handicap-acces_libre-itinerance-acces_payant-;47,101697;5,886695;;;;
carto_id_229;Bibliothèque Amancey (Bib'All);13 rue du Four;25330;Amancey;;Amancey;CCLL;13 rue du Four 25330 Amancey;collectivite;1;;03.81.86.75.72;contact@cclouelison.fr;https://cclouelison.fr/fr/;accomp_demarches-ateliers_formations-;adapt_handicap-acces_libre-itinerance-acces_payant-;47,037799;6,070477;;;;
carto_id_230;Maison France Service;;25110;BAUME LES DAMES;;Commune Baume les Dames;; 25110 BAUME LES DAMES;msap_mfs;;;03 81 84 72 45;franceservices@baumelesdames.org;;;;47,349262;6,361718;;;;
carto_id_231;Agence postale de Villersexel;Place du général de Gaulle;70110;Villersexel;;Villersexel;COMCOM DU PAYS DE VILLERSEXEL;Place du général de Gaulle 70110 Villersexel;entreprise;;;03 84 20 39 40;;;;;47,550792;6,432014;;;;
carto_id_232;ESAT Villersexel;90 rue de la croix Marmin;70110;Villersexel;;Villersexel;COMCOM DU PAYS DE VILLERSEXEL;90 rue de la croix Marmin 70110 Villersexel;association;;;03 84 63 00 56;esat@ahs-fc.fr;https://www.ahs-fc.fr/etablissement.php?idM=1&idE=17;;;47,549023;6,432082;;;;
carto_id_233;Club amitié rencontres;201 rue du 13 septembre 1944;70110;Villersexel;;Villersexel;COMCOM DU PAYS DE VILLERSEXEL;201 rue du 13 septembre 1944 70110 Villersexel;association;;;03 84 20 31 66;;;;;47,549367;6,434952;;;;
carto_id_234;Club joie de vivre;7 rue de la mairie;70110;Gouhenans;;Gouhenans;COMCOM DU PAYS DE VILLERSEXEL;7 rue de la mairie 70110 Gouhenans;association;;;03 84 20 11 08;m25clement@yahoo.fr;http://club.gouhenans.free.fr/;;;47,606074;6,467569;;;;
carto_id_235;ASCE section fil d'argent;;70110;Esprels;;Esprels;COMCOM DU PAYS DE VILLERSEXEL; 70110 Esprels;association;;;06 74 69 21 04;;https://www.esprels.fr/le-fil-d-argent-club-des-aines-a-esprels--1311627365.html;;;47,536617;6,366427;;;;
carto_id_236;CLIC;Place de la mairie;70110;Marast;;Marast;COMCOM DU PAYS DE VILLERSEXEL;Place de la mairie 70110 Marast;association;;;03 84 20 39 52;mairie.moimay@orange.fr;;;;47,535498;6,373741;;;;
carto_id_237;Bibliothèque de Villersexel;12 chemin espargelles;70110;Saint-Sulpice;;Saint-Sulpice;COMCOM DU PAYS DE VILLERSEXEL;12 chemin espargelles 70110 Saint-Sulpice;biblioth_que;;;;;;;;47,564445;6,44656;;;;
carto_id_238;Médiathèque d'Esprels;2 Rue du Breuil;70110;Esprels;;Esprels;COMCOM DU PAYS DE VILLERSEXEL;2 Rue du Breuil 70110 Esprels;biblioth_que;;;03 84 30 48 34;;mediatheque.esprels@orange.fr;;;47,517799;6,54212;;;;
carto_id_239;Bibliothèque de Senargent;3 place de l'église;70110;Senargent-Mignafans;;Senargent-Mignafans;COMCOM DU PAYS DE VILLERSEXEL;3 place de l'église 70110 Senargent-Mignafans;biblioth_que;;;;;;;;47,566333;6,52639;;;;
carto_id_240;Secours catholique;871 rue de l'hermitage;70110;Villersexel;;Villersexel;COMCOM DU PAYS DE VILLERSEXEL;871 rue de l'hermitage 70110 Villersexel;association;;;;;;;;47,562256;6,452598;;;;
carto_id_241;Restos du cœur;193 rue de l'armée de l'Est;70110;Villersexel;;Villersexel;COMCOM DU PAYS DE VILLERSEXEL;193 rue de l'armée de l'Est 70110 Villersexel;association;;;03 84 20 50 63;;;;;47,546429;6,428524;;;;
carto_id_242;club d'entreprises du Pays de Villersexel;24 grande rue;70110;Saint-Sulpice;;Saint-Sulpice;COMCOM DU PAYS DE VILLERSEXEL;24 grande rue 70110 Saint-Sulpice;association;;;;;clubentreprisepv@gmail.com;;;47,564511;6,450078;;;;
carto_id_243;ADMR;130 rue de Schonau;70110;Villersexel;;Villersexel;COMCOM DU PAYS DE VILLERSEXEL;130 rue de Schonau 70110 Villersexel;association;;;03 84 20 33 44;;msvillersexel@fede70.admr.org;;;47,550236;6,434171;;;;
