NOM_DISPOSITIF,ADRESSE,CODE_POSTAL,VILLE,COM_CODE,COM_NOM,EPCI_CORRE,ADRESSE_COMPLETE,TYPE_STRUCTURE,HORAIRES,INFOS,N_TEL,MAIL,WEBSITE,SERVICES,ACCES,latitude,longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode
Bibliothèque de Saint-Vit,24 Rue Charles de Gaulle,25410,SAINT VIT,25527,Saint-Vit,CA du Grand Besancon,24 Rue Charles de Gaulle 25410 SAINT VIT,biblioth_que,,,03 81 87 00 99,mediatheque@saintvit.fr,https://saintvit.bibenligne.fr/,ateliers_formations-,acces_libre-,47.181808,5.81109,24 Rue Charles de Gaulle,24 Rue Charles de Gaulle 25410 Saint-Vit,Saint-Vit,25410
Bibliothèque de L'isle sur le Doubs,20 Rue Bourlier,25250,L'ISLE SUR LE DOUBS,25315,L'Isle-sur-le-Doubs,CC des Deux Vallées Vertes,20 Rue Bourlier 25250 L'ISLE SUR LE DOUBS,biblioth_que,,,03 81 99 37 80,mairie@islesurledoubs.fr,https://www.islesurledoubs.fr/loisirs/bibliotheque-municipale.htm,ateliers_formations-,acces_libre-,47.447187,6.586115,20 Rue du Lieutenant Henri Bourlier,20 Rue du Lieutenant Henri Bourlier 25250 L'Isle-sur-le-Doubs,L'Isle-sur-le-Doubs,25250
Bibliothèque Amancey,13 rue du four,25330,AMANCEY,25015,Amancey,CC Loue-Lison,13 rue du four 25330 AMANCEY,biblioth_que,,,03 81 86 75 72,biball@amancey.org,https://www.bibliotheque-ccall.fr/,,acces_libre-,47.037799,6.070477,13 Rue du Four,13 Rue du Four 25330 Amancey,Amancey,25330
Bibliothèque Arcey,5 Rue de la Neuvelle,25750,ARCEY,25022,Arcey,CC des Deux Vallées Vertes,5 Rue de la Neuvelle 25750 ARCEY,biblioth_que,,,03 81 91 47 18,bibliothèque.arcey@orange.fr,https://arcey.fr/vivez-votre-village/mediatheque/,,acces_libre-,47.520623,6.660886,5 Rue de la Neuvelle,5 Rue de la Neuvelle 25750 Arcey,Arcey,25750
Bibliothèque Baume les Dames,1 Place de la Loi,25110,BAUME LES DAMES,25047,Baume-les-Dames,CC du Doubs Baumois,1 Place de la Loi 25110 BAUME LES DAMES,biblioth_que,,,03 81 51 60 79,mediatheque@baumelesdames.org,https://mediatheque.baume-les-dames.org/,,acces_libre-,47.35167,6.3612,1 Place de la Loi,1 Place de la Loi 25110 Baume-les-Dames,Baume-les-Dames,25110
Bibliothèque Bouclans,5 Rue de la Mairie,25360,BOUCLANS,25078,Bouclans,CC des Portes du Haut-Doubs,5 Rue de la Mairie 25360 BOUCLANS,biblioth_que,,,03 81 55 20 19,mediatheque@bouclans.fr,,,acces_libre-,47.248309,6.236917,5 Rue de la Mairie,5 Rue de la Mairie 25360 Bouclans,Bouclans,25360
Bibliothèque Chatillon le Duc,3 rue de la Dame Blanche,25870,CHATILLON LE DUC,25133,Chatillon-le-Duc,CA du Grand Besancon,3 rue de la Dame Blanche 25870 CHATILLON LE DUC,biblioth_que,,,03 81 58 61 66,mediatheque.chatillon-le-duc@laposte.net,http://www.chatillon-le-duc.fr/page/culture-et-association/le-du-doubs-service-du-conseil-departemental,,acces_libre-,47.305298,6.008981,3 Rue de la Dame Blanche,3 Rue de la Dame Blanche 25870 Châtillon-le-Duc,Châtillon-le-Duc,25870
Bibliothèque Chemaudin et Vaux,4 allée denis arnoux,25770,CHEMAUDIN ET VAUX,25147,Chemaudin et Vaux,CA du Grand Besancon,4 allée denis arnoux 25770 CHEMAUDIN ET VAUX,biblioth_que,,,03 81 58 40 47,bibliotheque-chemaudin@orange.fr,https://www.chemaudin.fr/services/mediatheque-chemaudin/,,acces_libre-,47.234154,5.88757,4 Chemin de Ronde,4 Chemin de Ronde 25770 Chemaudin et Vaux,Chemaudin et Vaux,25770
Bibliothèque colombier,14 Rue du Stade,25260,COLOMBIER FONTAINE,25159,Colombier-Fontaine,CA Pays de Montbéliard Agglomération,14 Rue du Stade 25260 COLOMBIER FONTAINE,biblioth_que,,,03 81 93 71 87,bibcolombier@wanadoo.fr,https://www.colombierfontaine.fr/bibliotheque-166.html,,acces_libre-,47.45099,6.687441,Rue du Stade,Rue du Stade 25260 Colombier-Fontaine,Colombier-Fontaine,25260
Bibliothèque Dampierre les bois,Rue de la place,25490,DAMPIERRE LES BOIS,25190,Dampierre-les-Bois,CA Pays de Montbéliard Agglomération,Rue de la place 25490 DAMPIERRE LES BOIS,biblioth_que,,,03 81 93 24 46,bib25490@laposte.net,https://www.dampierrelesbois.fr/activites/le-foyer-des-jeunes/bibliotheque/,,acces_libre-,47.507909,6.912749,Rue de la Place,Rue de la Place 25490 Dampierre-les-Bois,Dampierre-les-Bois,25490
Bibliothèque Devecey,2 Route de Bonnay,25870,DEVECEY,25200,Devecey,CA du Grand Besancon,2 Route de Bonnay 25870 DEVECEY,biblioth_que,,,03 81 56 83 63,mediatheque.devecey@wanadoo.fr,https://devecey.fr/fr/rb/270454/mediatheque-12,,acces_libre-,47.327307,6.0105,2 Route de Bonnay,2 Route de Bonnay 25870 Devecey,Devecey,25870
Bibliothèque Ecole Valentin,2 Rue de Franche-Comté,25480,ECOLE VALENTIN,25212,Ecole-Valentin,CA du Grand Besancon,2 Rue de Franche-Comté 25480 ECOLE VALENTIN,biblioth_que,,,03 81 51 48 35,mediatheque@ecole-valentin.fr,http://www.ecole-valentin.fr/page/vivre-a-ecole-valentin/vie-pratique/mediatheque,,acces_libre-,47.276204,5.991137,2 Rue de Franche-comté,2 Rue de Franche-comté 25480 École-Valentin,École-Valentin,25480
Bibliothèque Etalans,Espace Douge,25580,ETALANS,25222,Etalans,CC des Portes du Haut-Doubs,Espace Douge 25580 ETALANS,biblioth_que,,,03 81 59 31 36,bibliotheque.etalans@hotmail.fr,https://sequoia.doubs.fr/bibliotheque/etalans,,acces_libre-,47.148411,6.279495,Rue de Rougeu,Rue de Rougeu 25580 Étalans,Étalans,25580
Bibliothèque Frasne,3 Rue de la Gare,25560,FRASNE,25259,Frasne,CC du Plateau de Frasne et du Val de Drugeon (CFD),3 Rue de la Gare 25560 FRASNE,biblioth_que,,2 ordinateurs + Cours informatiques (séniors ou 8-12 ans) proposés avec des associations partenaires,03 81 38 32 93,mediatheque@frasnedrugeon-cfd.fr,https://www.frasnedrugeon-cfd.fr/les-equipements-et-services-a-la-population/mediatheque-intercommunale/,ateliers_formations-,adapt_handicap-acces_libre-,46.856953,6.161394,3 Rue de la Gare,3 Rue de la Gare 25560 Frasne,Frasne,25560
Bibliothèque Hérimoncourt,5 Rue Pierre Peugeot,25310,HERIMONCOURT,25304,Hérimoncourt,CA Pays de Montbéliard Agglomération,5 Rue Pierre Peugeot 25310 HERIMONCOURT,biblioth_que,,Imprimer et scanner les documents  accès internet CAF  CPAM,03 81 35 78 10,bibliotheque.herimoncourt@orange.fr,https://sequoia.doubs.fr/bibliotheque/herimoncourt,ateliers_formations-,acces_libre-,47.442506,6.883728,5 Rue Pierre Peugeot,5 Rue Pierre Peugeot 25310 Hérimoncourt,Hérimoncourt,25310
Bibliothèque La Cluse et Mijoux,15 Le Frambourg,25300,LA CLUSE ET MIJOUX,25157,La Cluse-et-Mijoux,CC du Grand Pontarlier,15 Le Frambourg 25300 LA CLUSE ET MIJOUX,biblioth_que,,,03 81 69 48 60,bib.lacluseetmijoux@wanadoo.fr,https://sequoia.doubs.fr/bibliotheque/la-cluse-et-mijoux,,acces_libre-,46.871592,6.378838,15 Le Frambourg,15 Le Frambourg 25300 La Cluse-et-Mijoux,La Cluse-et-Mijoux,25300
Bibliothèque Le Russey,5 Place Parrenin,25210,LE RUSSEY,25512,Le Russey,CC du Plateau de Russey,5 Place Parrenin 25210 LE RUSSEY,biblioth_que,,,03 81 43 89 64,bibliotheque-de-le-russey@wanadoo.fr,https://sequoia.doubs.fr/bibliotheque/le-russey,,acces_libre-,47.162401,6.729225,5 Place Dominique Parrenin,5 Place Dominique Parrenin 25210 Le Russey,Le Russey,25210
Bibliothèque Les Auxons,4 Rue de la Mairie,25870,LES AUXONS,25035,Les Auxons,CA du Grand Besancon,4 Rue de la Mairie 25870 LES AUXONS,biblioth_que,,,03 81 58 74 97,bibliotheque-lesauxons@orange.fr,https://www.lesauxons.fr/bibliotheque-ludotheque,,acces_libre-,47.298847,5.949725,4 Rue de la Mairie,4 Rue de la Mairie 25870 Les Auxons,Les Auxons,25870
Bibliothèque Levier,Place Bugnet,25270,LEVIER,25334,Levier,CC Altitude 800,Place Bugnet 25270 LEVIER,biblioth_que,,,03 81.89 58 73,bibliotheque.levier@wanadoo.fr,https://levier.fr/fr/rb/335922/bibliotheque-29,,acces_libre-,46.95392,6.116794,Place Bugnet,Place Bugnet 25270 Levier,Levier,25270
Bibliothèque Maiche,Chemin de la Canissière,25210,MAICHE,25356,Maîche,CC du Pays de Maîche,Chemin de la Canissière 25210 MAICHE,biblioth_que,,,03 81 64 18 61,bibliotheque@mairie-maiche.fr,http://maiche.bibenligne.fr/,,acces_libre-,47.250961,6.795949,Chemin de la Canissiere,Chemin de la Canissiere 25120 Maîche,Maîche,25120
Bibliothèque Malbuisson,52 Grande Rue,25160,MALBUISSON,25361,Malbuisson,CC des Lacs et Montagnes du Haut-Doubs,52 Grande Rue 25160 MALBUISSON,biblioth_que,,,03 81 39 12 51,bibliotheque.malbuisson@orange.fr,https://sequoia.doubs.fr/bibliotheque/malbuisson,,acces_libre-,46.799189,6.304431,52 Grande Rue,52 Grande Rue 25160 Malbuisson,Malbuisson,25160
Bibliothèque Mamirolle,3 Rue du Commerce,25620,MAMIROLLE,25364,Mamirolle,CA du Grand Besancon,3 Rue du Commerce 25620 MAMIROLLE,biblioth_que,,,03 81 52 63 82,bibliotheque.mamirolle@gmail.com,https://bibliotheque-mamirolle.fr/,,acces_libre-,47.197796,6.15719,3 Rue du Commerce,3 Rue du Commerce 25620 Mamirolle,Mamirolle,25620
Bibliothèque Mandeure,Rue des Ecoles,25350,MANDEURE,25367,Mandeure,CA Pays de Montbéliard Agglomération,Rue des Ecoles 25350 MANDEURE,biblioth_que,,,03 81 30 53 49,mediathequelebelieu@gmail.com,https://mediathequemandeure.fr/,,acces_libre-,47.446734,6.834778,Rue des Ecoles,Rue des Ecoles 25350 Mandeure,Mandeure,25350
Bibliothèque Miserey Salines,3 Rue de l'Ancien Couvent,25480,MISEREY SALINES,25381,Miserey-Salines,CA du Grand Besancon,3 Rue de l'Ancien Couvent 25480 MISEREY SALINES,biblioth_que,,,03 81 57 61 82,bibliothèque@ascms.fr,https://www.bibliotheque-de-miserey-salines.fr/,,acces_libre-,47.287084,5.972786,3 Rue de l'Ancien Couvent,3 Rue de l'Ancien Couvent 25480 Miserey-Salines,Miserey-Salines,25480
Bibliothèque Novillars,Place du 8 Mai 1945,25220,NOVILLARS,25429,Novillars,CA du Grand Besancon,Place du 8 Mai 1945 25220 NOVILLARS,biblioth_que,,,03 81 25 16 77,mediatheque.novillars@laposte.net,https://sequoia.doubs.fr/bibliotheque/novillars,,acces_libre-,47.285422,6.133799,place du 8 mai,place du 8 mai 25220 Novillars,Novillars,25220
Bibliothèque Ornans,26 Rue Saint-Laurent,25290,ORNANS,25434,Ornans,CC Loue-Lison,26 Rue Saint-Laurent 25290 ORNANS,biblioth_que,,,03 81 62 13 52,contact@mediathequeornans.fr,https://www.mediathequeornans.fr/,,acces_libre-,47.105715,6.146033,26 Rue Saint Laurent,26 Rue Saint Laurent 25290 Ornans,Ornans,25290
Bibliothèque Oye-et-Pallet,21 Rue des écoles,25160,OYE ET PALLET,25442,Oye-et-Pallet,CC des Lacs et Montagnes du Haut-Doubs,21 Rue des écoles 25160 OYE ET PALLET,biblioth_que,,,03 81.89 46 86,bibliothequeoyeetpallet@gmail.com,https://www.cclmhd.fr/commune/oye-et-pallet/?page=bibliotheque,,acces_libre-,46.855111,6.334816,21 Rue des Ecoles,21 Rue des Ecoles 25160 Oye-et-Pallet,Oye-et-Pallet,25160
Bibliothèque Pouilley les Vignes,2 rue de l'école,25115,POUILLEY LES VIGNES,25467,Pouilley-les-Vignes,CA du Grand Besancon,2 rue de l'école 25115 POUILLEY LES VIGNES,biblioth_que,,,03 81 55 49 05,bibliotheque.pouilley@orange.fr,https://www.pouilleylesvignes.com/mediatheques/17578,,acces_libre-,47.255983,5.936968,2 Rue de l'Ecole,2 Rue de l'Ecole 25115 Pouilley-les-Vignes,Pouilley-les-Vignes,25115
Bibliothèque Roulans,Place Du Souvenir Français  Grande Rue,25640,ROULANS,25508,Roulans,CC du Doubs Baumois,Place Du Souvenir Français  Grande Rue 25640 ROULANS,biblioth_que,,,03 81 55 04 23,bibliotheque.municipale-roulans@orange.fr,http://www.roulans.fr/spip/spip.php?article34,,acces_libre-,47.261564,6.018799,Place du Souvenir Français,Place du Souvenir Français 25000 Besançon,Besançon,25000
Bibliothèque Sancey,1 rue Joseph Montravers,25430,SANCEY,25529,Sancey,CC du Pays de Sancey-Belleherbe,1 rue Joseph Montravers 25430 SANCEY,biblioth_que,,,03 81 86 34 59,bibliotheque.sancey@wanadoo.fr,http://www.payssancey-belleherbe.fr/bibliotheques-et-mediatheque.html,,acces_libre-,47.293849,6.582793,1 Rue Joseph Montravers,1 Rue Joseph Montravers 25430 Sancey,Sancey,25430
Bibliothèque Seloncourt,72 rue du Général Leclerc,25230,SELONCOURT,25539,Seloncourt,CA Pays de Montbéliard Agglomération,72 rue du Général Leclerc 25230 SELONCOURT,biblioth_que,,,03 81 36 13 47,mediatheque@mairie-seloncourt.fr,https://mediatheque-seloncourt.fr/,,acces_libre-,47.460281,6.86348,72 Rue du Général Leclerc,72 Rue du Général Leclerc 25230 Seloncourt,Seloncourt,25230
Bibliothèque Thise,8 Rue de Besançon,25220,THISE,25560,Thise,CA du Grand Besancon,8 Rue de Besançon 25220 THISE,biblioth_que,,,03 81 61 01 84,bibliotheque@ville-thise.fr,https://bibliotheque.ville-thise.fr/,,acces_libre-,47.283458,6.079403,8 Rue de Besançon,8 Rue de Besançon 25220 Thise,Thise,25220
Bibliothèque Valdahon,5 Rue du Lavoir,25800,VALDAHON,25578,Valdahon,CC des Portes du Haut-Doubs,5 Rue du Lavoir 25800 VALDAHON,biblioth_que,,,03 81 26 04 12,bm@valdahon.com,http://services.valdahon.com:8080/,,acces_libre-,47.148461,6.343475,5 Rue du Lavoir,5 Rue du Lavoir 25800 Valdahon,Valdahon,25800
Bibliothèque Vieux-charmont,39 rue Belfort,25600,VIEUX CHARMONT,25614,Vieux-Charmont,CA Pays de Montbéliard Agglomération,39 rue Belfort 25600 VIEUX CHARMONT,biblioth_que,,,03 81 32 38 00,bib.vieuxcharmont@free.fr,http://www.vieux-charmont.fr/index.php?id=5076,,acces_libre-,47.52446,6.839481,39 Rue de Belfort,39 Rue de Belfort 25600 Vieux-Charmont,Vieux-Charmont,25600
Bibliothèque Voujeaucourt,6 Rue du 152 ème Ri,25420,VOUJEAUCOURT,25632,Voujeaucourt,CA Pays de Montbéliard Agglomération,6 Rue du 152 ème Ri 25420 VOUJEAUCOURT,biblioth_que,,,03 81 90 07 96,mediatheque@voujeaucourt.fr,https://voujeaucourt.bibenligne.fr/,,acces_libre-,47.476058,6.774656,6 Rue du 152e Ri,6 Rue du 152e Ri 25420 Voujeaucourt,Voujeaucourt,25420
Bibliothèque Les Fourgs,2 Rue de la Distillerie,25300,LES FOURGS,25300,Les Fourgs,CC  des Lacs et Montagnes du Haut-Doubs,2 Rue de la Distillerie 25300 LES FOURGS,biblioth_que,,Poste informatique mis à disposition du public,03 81 69 59 07,bibliotheque.lesfourgs@orange.fr,https://sequoia.doubs.fr/bibliotheque/les-fourgs,,adapt_handicap-acces_libre-,46.833358,6.399,Rue de la Distillerie,Rue de la Distillerie 25300 Les Fourgs,Les Fourgs,25300
Office de tourisme,36 Grande Rue,25300,LES FOURGS,25300,Les Fourgs,CC  des Lacs et Montagnes du Haut-Doubs,36 Grande Rue 25300 LES FOURGS,collectivite,,Accès wifi gratuit  impression et scan de documents,03 81 69 44 91,lesfourgs@destination-hautdoubs.com,https://www.les-fourgs.com/,,adapt_handicap-acces_libre-acces_payant-,46.835377,6.400046,36 Grande Rue,36 Grande Rue 25300 Les Fourgs,Les Fourgs,25300
Mairie Les Fourgs,40 Grande Rue,25300,LES FOURGS,25300,Les Fourgs,CC  des Lacs et Montagnes du Haut-Doubs,40 Grande Rue 25300 LES FOURGS,collectivite,,Photocopie  impression et scan de documents,03 81 69 42 26,mairie.lesfourgs@orange.fr,https://www.cclmhd.fr/commune/les-fourgs/,,adapt_handicap-acces_libre-acces_payant-,46.834985,6.400595,40 Grande Rue,40 Grande Rue 25300 Les Fourgs,Les Fourgs,25300
Maison pour tous,10 rue Carnot,25700,VALENTIGNEY,25580,Valentigney,CA Pays de Montbéliard Agglomération,10 rue Carnot 25700 VALENTIGNEY,association,,,06 25 93 27 67,maison-pour-tous1@orange.fr,https://www.mptval.fr/,ateliers_formations-,,47.462348,6.836721,10 Rue Carnot,10 Rue Carnot 25700 Valentigney,Valentigney,25700
Cours Privés Mme Ragot,17 Avenue de Lattre de Tassigny,25210,LE RUSSEY,25512,Le Russey,CC du Plateau de Russey,17 Avenue de Lattre de Tassigny 25210 LE RUSSEY,collectivite,,Cours informatiques de 2h30 : Tout public  apprentissage des bases et mise à jour Réalisés par Mme MC Ragot (microentreprise),03 81 43 81 26,,http://www.cc-russey.fr/,ateliers_formations-,adapt_handicap-,47.161913,6.727567,17 Av du Mal de Lattre de Tassigny,17 Av du Mal de Lattre de Tassigny 25210 Le Russey,Le Russey,25210
Horizon 21,29 Rue des Tilleuls,25450,DAMPRICHARD,25193,Damprichard,CC du Pays de Maîche,29 Rue des Tilleuls 25450 DAMPRICHARD,association,,Formations en groupe,06 07 29 16 90,horizonxxi@sfr.fr,,ateliers_formations-,adapt_handicap-,47.249223,6.883826,29 Rue des Tilleuls,29 Rue des Tilleuls 25450 Damprichard,Damprichard,25450
Association Makey Makey en lien avec la Médiathèque,Médiathèque Intercommunale Frasne-Drugeon,25560,FRASNE,25259,Frasne,CC du Plateau de Frasne et du Val de Drugeon (CFD),Médiathèque Intercommunale Frasne-Drugeon 25560 FRASNE,association,,,,mediatheque@frasnedrugeon-cfd.fr,https://www.frasnedrugeon-cfd.fr/les-equipements-et-services-a-la-population/mediatheque-intercommunale/,ateliers_formations-,,46.852325,6.147725,Rue du General de Gaulle,Rue du General de Gaulle 25560 Frasne,Frasne,25560
Association Familles Rurales,14 Rue de la Gare,25560,FRASNE,25259,Frasne,CC du Plateau de Frasne et du Val de Drugeon (CFD),14 Rue de la Gare 25560 FRASNE,association,,,03 81 89 85 07,asso.brimbelles@famillesrurales.org,,ateliers_formations-,,46.857301,6.159514,14 Rue de la Gare,14 Rue de la Gare 25560 Frasne,Frasne,25560
Jougne club informatique,,25370,JOUGNE,25318,Jougne,CC des Lacs et Montagnes du Haut-Doubs,25370 JOUGNE,association,,Découverte de l’informatique pour tout public sur des cours de 2h,,,,ateliers_formations-,adapt_handicap-,46.751799,6.38449,Jougne,Jougne,Jougne,25370
Centre social de Valentigney,14 bis Rue Gustave Courbet,25700,VALENTIGNEY,25580,Valentigney,CA Pays de Montbéliard Agglomération,14 bis Rue Gustave Courbet 25700 VALENTIGNEY,collectivite,,- Accompagnement des démarches CAF  pole emploi MSA pour agriculteurs  demande de logement et de bourses  - Dispense de cours d'informatique  - Café connecté - Accompagnement proposé dans le cadre de l'atelier d'alphabétisation - Accompagnement des parents dans l'utilisation des tablettes numériques : suivi de la scolarité  Service Pronote (A partir de septembre 2021),06 09 89 18 40,centresocial25700@csvalentigney.org,https://www.csvalentigney.org/,accomp_demarches-ateliers_formations-,adapt_handicap-,47.478311,6.830645,14bis Rue Gustave Courbet,14bis Rue Gustave Courbet 25700 Valentigney,Valentigney,25700
Espace numérique Clerval,Place de l'Hôtel-de-Ville,25340,CLERVAL,25340,Clerval,CC des Deux Vallées Vertes,Place de l'Hôtel-de-Ville 25340 CLERVAL,collectivite,,Apprentissage de l'outil informatique avec accompagnement,,,,accomp_demarches-,,47.39348,6.497182,Place de l’Hotel de Ville,Place de l’Hotel de Ville 25340 Pays-de-Clerval,Pays-de-Clerval,25340
Communauté de communes des deux vallées vertes,11 Bis Route de Gouhelans,25680,ROUGEMONT,25680,Rougemont,CC des Deux Vallées Vertes,11 Bis Route de Gouhelans 25680 ROUGEMONT,collectivite,,Connexion internet avec accompagnement aux droits numériques,03 81 97 85 10,contact@cc2vv.fr,http://www.cc2vv.fr/,accomp_demarches-,acces_libre-,47.476624,6.358107,11b Route de Gouhelans,11b Route de Gouhelans 25680 Rougemont,Rougemont,25680
Maison des jeunes de Mandeure,Rue de l’église,25350,MANDEURE,25350,Mandeure,CA Pays de Montbéliard Agglomération,Rue de l’église 25350 MANDEURE,collectivite,,Apprentissage de l'outil informatique Initiation à l'informatique : écrire un document  comment aller sur le site de la Caf  Cpam  Impôts et Ameli (personnes âgées),03 81 36 11 67,mireille.generet@gmail.com,,ateliers_formations-,,47.453608,6.806083,Rue de l'Eglise,Rue de l'Eglise 25350 Mandeure,Mandeure,25350
CCAS Hérimoncourt,5 B rue Pierre Peugeot,25310,HERIMONCOURT,25304,Hérimoncourt,CA Pays de Montbéliard Agglomération,5 B rue Pierre Peugeot 25310 HERIMONCOURT,ccas,,Connexion internet avec accompagnement aux droits numériques,03 81 30 83 77,ccas.herimoncourt@wanadoo.fr,,accomp_demarches-,acces_libre-,47.442186,6.883117,5b Rue Pierre Peugeot,5b Rue Pierre Peugeot 25310 Hérimoncourt,Hérimoncourt,25310
CCAS de Mandeure,34 rue de la Libération,25350,MANDEURE,25367,Mandeure,CA Pays de Montbéliard Agglomération,34 rue de la Libération 25350 MANDEURE,ccas,,Création adresse mail  ouverture des droits  CAF  CPAM  Impôts,03 81 36 28 85,,https://www.ville-mandeure.com/services/ccas,accomp_demarches-,,47.450932,6.80982,34 Rue de la Libération,34 Rue de la Libération 25350 Mandeure,Mandeure,25350
CCAS de Seloncourt,Place du 8 Mai 1945 BP 9,25230,SELONCOURT,25539,Seloncourt,CA Pays de Montbéliard Agglomération,Place du 8 Mai 1945 BP 9 25230 SELONCOURT,ccas,,Aides au numérique,03 81 34 11 31,,https://seloncourt.fr/-c-c-a-s-,accomp_demarches-,,47.461727,6.859329,Place du 8 Mai,Place du 8 Mai 25230 Seloncourt,Seloncourt,25230
Pôle Multi-services,14 bis Rue Gustave Courbet,25700,VALENTIGNEY,25580,Valentigney,CA Pays de Montbéliard Agglomération,14 bis Rue Gustave Courbet 25700 VALENTIGNEY,association,,- Apprentissage informatique  aides dans les recherches Web  matériels avec connection - Premier accueil  accompagnement dans les démarches avec connection internet - Recherche d'emploi (public jeune) - Accompagnement des parents dans l'utilisation des tablettes numériques : suivi de la scolarité  Service Pronote (à partir de septembre 2021),03 81 36  12 81,centresocialvalentigney@yahoo.com,,accomp_demarches-ateliers_formations-,acces_libre-,47.478311,6.830645,14bis Rue Gustave Courbet,14bis Rue Gustave Courbet 25700 Valentigney,Valentigney,25700
Maison des associations,12 rue des écoles à Valentigney.,25700,VALENTIGNEY,25580,Valentigney,CA Pays de Montbéliard Agglomération,12 rue des écoles à Valentigney. 25700 VALENTIGNEY,association,,Apprentissage informatique  aides dans les recherches Web  matériels avec connection,03 81 36 12 81,centresocial25700@csvalentigney.org,https://www.csvalentigney.org/,ateliers_formations-,acces_libre-,47.459687,6.832892,Rue des Ecoles,Rue des Ecoles 25700 Valentigney,Valentigney,25700
Commune de Bondeval,Rue de l'Église,25230,BONDEVAL,25071,Bondeval,CA Pays de Montbéliard Agglomération,Rue de l'Église 25230 BONDEVAL,collectivite,,Formation à l'utilisation du numérique avec une tablette (en projet) Apprentissage de l'outil informatique sur tablette  envoi de mail  navigation sur les sites administratifs (en projet),03 81 34 17 77,mairie.bondeval@wanadoo.fr,,ateliers_formations-,acces_payant-,47.444267,6.849751,Rue de l’Eglise,Rue de l’Eglise 25230 Bondeval,Bondeval,25230
Idéis Montbéliard,Centre Des Alliés  2 Av. des Alliés,25200,MONTBÉLIARD,25388,Montbéliard,CA Pays de Montbéliard Agglomération,Centre Des Alliés  2 Av. des Alliés 25200 MONTBÉLIARD,collectivite,,Validation du Cléa numérique (septembre 2021),03 81 71 04 00,accueil@ideis-asso.fr,https://www.ideis-asso.fr/,ateliers_formations-,,47.510877,6.800633,2 Avenue des Alliés,2 Avenue des Alliés 25200 Montbéliard,Montbéliard,25200
CCAS Grand Charmont,21 rue du Stade,25200,GRAND-CHARMONT,25284,Grand-Charmont,CA Pays de Montbéliard Agglomération,21 rue du Stade 25200 GRAND-CHARMONT,ccas,,Ateliers numériques,03 81 31 09 29,ccas@grand-charmont.com,http://www.grand-charmont.com/solidarite/presentation-ccas.htm,ateliers_formations-,,47.529016,6.818808,21 Rue du Stade,21 Rue du Stade 25200 Grand-Charmont,Grand-Charmont,25200
CCAS Sochaux,Rue de l'hôtel de ville,25600,SOCHAUX,25547,Sochaux,CA Pays de Montbéliard Agglomération,Rue de l'hôtel de ville 25600 SOCHAUX,ccas,,- Impôts  ameli  CAF  CPAM avec avec accompagnement  accès internet - Formation à l'utilisation de l'outil numérique (public senior),03 81 94 16 34,,,accomp_demarches-,acces_libre-,47.513239,6.829738,Rue de l’Hôtel de Ville,Rue de l’Hôtel de Ville 25600 Sochaux,Sochaux,25600
Centres sociaux d'Audincourt,Rue Aimé Césaire,25400,AUDINCOURT,25031,Audincourt,CA Pays de Montbéliard Agglomération,Rue Aimé Césaire 25400 AUDINCOURT,association,,- Accompagnement à l'outil informatique - Accompagnement aux démarches en ligne,03 81 35 03 64,centre.social.audincourt@gmail.com,https://www.centresocialescapade.fr/,accomp_demarches-ateliers_formations-,,47.484579,6.840106,Rue Aime Cesaire,Rue Aime Cesaire 25400 Audincourt,Audincourt,25400
Centre social d'Etupes,Place du 14 juillet,25460,ETUPES,25460,Etupe,CA Pays de Montbéliard Agglomération,Place du 14 juillet 25460 ETUPES,collectivite,,Initiation et perfectionnement à l'outil informatique (à partir du 6 novembre 2021),03 81 99 61 00,,https://www.etupes.fr/vivez-votre-ville/solidarite-et-sante/ccas-d-etupes/joomlannuaire/fiche/46-centre-communal-d-action-sociale,ateliers_formations-,,47.504547,6.85506,Place du 14 Juillet,Place du 14 Juillet 25460 Étupes,Étupes,25460
MJC Morteau,2 Place de l'Église,25500,MORTEAU,25411,Morteau,CC du Val de Morteau,2 Place de l'Église 25500 MORTEAU,association,,Ordinateurs en libre service + 4 personnes dédiées à l’accompagnement dont une de la CAF  une du CCAS. Accompagnement sur les démarches administratives,03 81 67 04 25,contact@mjcmorteau.com,http://mjcmorteau.com/,accomp_demarches-,adapt_handicap-acces_libre-,47.055371,6.599214,2 Place de l'Eglise,2 Place de l'Eglise 25500 Morteau,Morteau,25500
Club informatique de Goux les Usiers (infotuto),34 Grande Rue,25520,GOUX-LES-USIERS,25282,Goux-les-Usiers,CC Altitude 800,34 Grande Rue 25520 GOUX-LES-USIERS,association,,Association INFOTUTO : accompagnement à l'apprentissage numérique,06 73 03 40 19,lestuteursinformatiques@gmail.com,https://www.infotuto.org/page/1279749-l-association,ateliers_formations-,adapt_handicap-,46.973234,6.276257,34 Grande Rue,34 Grande Rue 25520 Goux-les-Usiers,Goux-les-Usiers,25520
